"post_id","url","keyword","publish_time","author_name","author_type","text","repost_count","comment_count","like_count","topic_tag","crawl_time"
"5192213254637086","https://weibo.com/1656737654/PCGT3jsjI?refer_flag=1001030103_","年轮 原唱","2025年07月25日 08:32","现代快报","普通用户","【 #张碧晨方列出年轮关键事件时间线# 】7月25日， @张碧晨Studio 发声明回应，称张碧晨是《年轮》的唯一原唱，并晒出《年轮》关键事件时间线；而《梦幻诛仙》，歌曲从立项之初即为双版本设置；工作室表示尊重合作，也希望尊重演唱者权益，与《年轮》告别，希望争议就此画上句号。此前，汪苏泷工作室对接账号发文，指出因某博主不当言论导致争议升级，决定“收回《年轮》授权，暂不授权任何演唱”。 #张碧晨方回应年轮原唱# ​​​ L 现代快报的微博视频 收起 d","454","5585","79516","张碧晨方列出年轮关键事件时间线;张碧晨方回应年轮原唱","2026-05-29 16:19:21"
"5193795048049561","https://weibo.com/7647806002/PDm2kxM3D?refer_flag=1001030103_","年轮 原唱","2025年07月29日 17:18","后浪视频","媒体","【 #QQ音乐回应张碧晨仍是年轮原唱# 】  近日，因旺仔小乔称《年轮》原唱不是汪苏泷引争议， @张碧晨 方称自己为唯一原唱， @汪苏泷 方收回《年轮》授权，29日，QQ音乐仍然显示张碧晨为《花千骨》电视剧插曲《年轮》原唱。对此，QQ音乐回应称，《年轮》原唱标签问题内部很重视已反馈，原唱标是需要注册音乐人后上传歌曲和相应资料才可以有。 @后浪视频 #QQ音乐张碧晨仍是年轮原唱# L 后浪视频的微博视频 收起 d","849","5312","59516","QQ音乐回应张碧晨仍是年轮原唱;QQ音乐张碧晨仍是年轮原唱","2026-05-29 16:19:21"
"5192216146350121","https://weibo.com/6134393125/PCGXIqDXj?refer_flag=1001030103_","年轮原唱之争","2025年07月25日 08:44","Music_Data","普通用户","旺仔小乔让歌手圈大地震了，汪苏泷方决定收回年轮授权，暂时不授权该作品任何翻唱。张碧晨方回应年轮原唱，并列出年轮关键事件时间线，坚持称自己是年轮唯一原唱。然后大象音乐老板李思睿也回应年轮原唱问题，称家里还有邮件记录，的确是男女版本是同时存在的，并表示事已至此，年轮回家。 #汪苏泷方决定收回年轮授权# 收起 d","238","2043","28445","汪苏泷方决定收回年轮授权","2026-05-29 16:19:55"
"5191317604796824","https://weibo.com/7487705272/PCjAsk7S8?refer_flag=1001030103_","年轮原唱之争","2025年07月22日 21:13","莞凝十二","普通用户","#旺仔小乔说年轮原唱不是汪苏泷# 虽然但是，我刚去QQ音乐看了一眼，年轮原唱标注的是张碧晨，到底是谁啊？ ​","13","1087","12273","旺仔小乔说年轮原唱不是汪苏泷","2026-05-29 16:19:55"
"5192235815275106","https://weibo.com/2816167560/PCHtrm8im?refer_flag=1001030103_","年轮原唱之争","2025年07月25日 10:02","重庆广电第1眼","普通用户","【 #年轮之争也是版权的意识觉醒# 】 #汪苏泷曾在脱口秀中回应年轮原唱# 7月25日， @张碧晨Studio 发声明回应，称张碧晨是《年轮》的唯一原唱，并晒出《年轮》关键事件时间线；而《梦幻诛仙》，歌曲从立项之初即为双版本设置；工作室表示尊重合作，也希望尊重演唱者权益，与《年轮》告别，希望争议就此画上句号。此前，汪苏泷工作室对接账号发文，指出因某博主不当言论导致争议升级，决定“收回《年轮》授权，暂不授权任何演唱”。 #张碧晨方回应年轮原唱# 7月22日，旺仔小乔称《年轮》原唱不是汪苏泷的话题登上热搜引发争议。旺仔小乔回复网友评论称：“《年轮》由汪苏泷创作，但原唱是张碧晨，我认定的事不会改”。而汪苏泷也曾在脱口秀表演中，回应过《年轮》原唱这件事，并调侃：“这首歌除了张碧晨，其他都是我的”。 7月23日，有网友发现QQ音乐移除了张碧晨版《年轮》的“原唱”标签，引发网友关注。此前该平台仅标注张碧晨为原唱，而网易云音乐等平台则长期标注张碧晨与汪苏泷为“双原唱”。 据了解，2015年《花千骨》电视剧插曲《年轮》由张碧晨演唱女生版（6月15日发行），汪苏泷演唱男声版（6月30日发行），两版本同期收录于官方原声带。 业内分析人士指出，此次收回授权的决定，实则是汪苏泷对音乐版权的又一次强势宣示。早在2018年，他就因拒绝《跑男》导演“免费写歌换通告”的要求登上热搜，被赞“版权意识标杆”。此次声明中特别强调“尊重合作方但须维护创作者权益”，被看作是对行业乱象的正面回应。 消息公布后，社交媒体迅速分化成两大阵营。部分歌迷感慨“再也听不到新版《年轮》翻唱”，而更多粉丝则力挺维权决定，在超话发起“十年轮回忆杀”话题，晒出2015年至今的歌曲收听记录。有乐评人认为，此举或将推动音乐行业建立更规范的授权机制：“当《年轮》这样的国民级OST都开始严控版权，翻唱乱象才有望根治。” 这场持续十年的“年轮之争”，或许正是华语乐坛版权意识觉醒的最佳注脚。 L 重庆广电第1眼的微博视频 收起 d","87","1504","17324","年轮之争也是版权的意识觉醒;汪苏泷曾在脱口秀中回应年轮原唱;张碧晨方回应年轮原唱","2026-05-29 16:19:55"
"5193048411868924","https://weibo.com/1501563482/PD2C57QbW?refer_flag=1001030103_","年轮 版权","2025年07月27日 15:51","明星娱乐新闻","媒体","#张碧晨年轮海外版权受限# 张碧晨版《年轮》在某音乐软件的海外区域的版权受限，变灰了，有网友解释是有bug，到底怎么回事啊 ​","457","3416","49105","张碧晨年轮海外版权受限","2026-05-29 16:20:27"
"5192411572864892","https://weibo.com/2522098777/PCM2Vc1hW?refer_flag=1001030103_","年轮 版权","2025年07月25日 21:40","召唤师Park","普通用户","发酵了一天，汪苏泷和张碧晨是真闹僵了， 汪苏泷要收回《年轮》版权，不让张碧晨唱了，张碧晨方说享有《年轮》全球范围永久演讲权，但是以后都不唱了，不是不能唱，而是不想唱。 在今天的深圳演讲会，汪苏泷不只玩了谐音梗“深圳不怕影子斜”，还全场大合唱《年轮》，看得出来很在意这场风波，但是:)表达的很隐晦，汪苏泷体面人这句话的含金量还在上升。 公说公有理，婆说婆有理，到底谁占理？ #张碧晨方称享有年轮永久演唱权利# #汪苏泷说深圳不怕影子斜# 收起 d","64","1129","9020","张碧晨方称享有年轮永久演唱权利;汪苏泷说深圳不怕影子斜","2026-05-29 16:20:27"
"5192388643657003","https://weibo.com/6694120511/PCLrWfllV?refer_flag=1001030103_","年轮 版权","2025年07月25日 20:09","顾小西X","普通用户","#张碧晨方称享有年轮永久演唱权利# 汪苏泷：不要被带节奏了，我俩都是原唱。 张碧晨工作室：张碧晨是唯一原唱。 汪苏泷：那你别唱了，我收回版权了。 张碧晨:我有永久演唱权利，但我以后不唱了。 #汪苏泷深圳不怕影子斜# ​","182","1607","25839","张碧晨方称享有年轮永久演唱权利;汪苏泷深圳不怕影子斜","2026-05-29 16:20:27"
"5193052765029310","https://weibo.com/6258043573/PD2J6l6lU?refer_flag=1001030103_","年轮 版权","2025年07月27日 16:08","鸡米花娱","普通用户","#张碧晨年轮海外版权受限# 这男的也太小心眼了吧！ 没想到曲靖是最后一次听你唱年轮啦，谢谢1400w+收藏的年轮陪我们走过的这十年，出道十一年快乐，年轮再也不见，失去的东西会以另外一种方式回来。 ​","61","3033","26904","张碧晨年轮海外版权受限","2026-05-29 16:20:27"
"5192085638220062","https://weibo.com/8003149388/PCDzdyupE?refer_flag=1001030103_","双原唱","2025年07月25日 00:05","SilenceRadio0917","普通用户","关于此次《年轮》歌曲因某博主不当话术引发的相关争议，我们本无意参与，并且第一时间积极沟通还原事情全貌，希望能减少负面舆论，但发现仍不断掉进风波中心。 作为创作者，我们尊重每一位合作方，也尊重音乐的生长规则，希望让关注回归音乐本身。 在《年轮》发行十年之时，我们决定收回《年轮》授权，暂不授权该作品做任何演唱。 同时，关于因《年轮》产生的另一首歌曲《梦幻诛仙》的风波，我们第一时间在查询合约后，确认这首歌曲也是双原唱。 音乐不止一种声音，因杂音而扰乱内心大可不必。如果你不开心，今晚罗曼城欢迎你的加入。 收起 d","9980","10497","182350","","2026-05-29 16:21:27"
"5192239519105201","https://weibo.com/6004281123/PCHzpCcG5?refer_flag=1001030103_","双原唱","2025年07月25日 10:17","梨视频","媒体","【 #汪苏泷张碧晨年轮被标双原唱# 】7月25日，在QQ音乐及网易云音乐应用的歌曲《年轮》搜索界面中，张碧晨和汪苏泷版本均被标为原唱。此前，“张碧晨年轮原唱被取消”登上热搜。 #汪苏泷就近期谣言告黑# #汪苏泷就近期网传不实不当言论告黑# ​","116","1784","17402","汪苏泷张碧晨年轮被标双原唱;汪苏泷就近期谣言告黑;汪苏泷就近期网传不实不当言论告黑","2026-05-29 16:21:27"
"5192218186614429","https://weibo.com/1619056353/PCH10rKIl?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 08:52","刘尼尼","普通用户","一个坚持自己是唯一原唱，与《年轮》告别 一个坚持是双原唱，收回《年轮》授权 好好一首歌，为什么会闹成这样呢？ #张碧晨方回应年轮原唱# #汪苏泷方决定收回年轮授权# ​","91","2298","32152","张碧晨方回应年轮原唱;汪苏泷方决定收回年轮授权","2026-05-29 16:21:57"
"5192262918340717","https://weibo.com/6592462760/PCIb9yZNH?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 11:50","404企划","普通用户","#张碧晨告别年轮# 呃……这哥们儿不止一次干这事儿了吧，歌被原唱唱🔥了他就自己唱一版，甚至给人家原唱干下架，然后自己就是原唱，当然这是种创作者的权利，但这种坑原唱的创作者还是谨慎合作吧 无论如何，在很多人看来张碧晨就是《年轮》当之无愧的原唱 ​","170","4760","55747","张碧晨告别年轮","2026-05-29 16:21:57"
"5192210607506797","https://weibo.com/5951921607/PCGOMvuRn?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 08:22","京昭茶弥","普通用户","#张碧晨方回应年轮原唱# 俩人多年友情因为旺仔小乔一句话就这么水灵灵的闹掰了？？汪苏泷的确是原创但是年轮不就是靠张碧晨才唱火的吗。而且也没人说汪苏泷不是原创啊 为什么这么执着于双原唱？ 况且从头到尾都只听过张碧晨版的年轮，硬要说双原唱真的无法理解 #张碧晨告别年轮# ​","25","1158","16449","张碧晨方回应年轮原唱;张碧晨告别年轮","2026-05-29 16:21:57"
"5192259935930045","https://weibo.com/6179161260/PCI6loSFT?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 11:38","韩玉洁木有鱼丸","普通用户","#张碧晨告别年轮# 按民法典来说，张碧晨确实是原唱，她的版本是最早的最先发行的，汪苏泷是晚于张碧晨15天后，首唱即原唱 （我也是查的啊，不杠啊） ​","17","1394","5791","张碧晨告别年轮","2026-05-29 16:21:57"
"5192276898218966","https://weibo.com/6134393125/PCIxHyu7Y?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 12:45","Music_Data","普通用户","#汪苏泷张碧晨年轮被标双原唱# 《年轮》在音乐平台已更新为双原唱版本。十年后，张碧晨告别年轮，这意味着，若未获得汪苏泷方的授权，她将不再拥有《年轮》的演唱权。 ​","37","1020","6924","汪苏泷张碧晨年轮被标双原唱","2026-05-29 16:21:57"
"5192268161746709","https://weibo.com/7745058738/PCIjC7koJ?refer_flag=1001030103_","张碧晨告别年轮","2025年07月25日 12:11","华迎美","普通用户","#张碧晨告别年轮# 自己的作品不想给别人唱请早点说 ​","34","1536","13918","张碧晨告别年轮","2026-05-29 16:21:57"
"5192364392189679","https://weibo.com/6275217849/PCKOP9bDp?refer_flag=1001030103_","汪苏泷收回年轮授权","2025年07月25日 18:33","君君的旅行日记","普通用户","我觉得张碧晨挺倒霉的吧，来看看正确的时间线。 2021年，一个叫旺仔小乔的网红说《年轮》这首歌只认张碧晨一个原唱。图1 这个言论最近被翻出来，本来是网红引得风波，粉丝打架，结果汪苏泷先下场了。 今天凌晨12点05分，边说：是原唱，收回《年轮》版权，不授权任何歌手再演唱了。图2 凌晨2点16分，张碧晨工作室发声明：张碧晨是唯一原唱，发行十周年之际，好好和这首作品告个别。图3.图4 一个网红的言论，非要下场，把事情闹大。明明张碧晨是被迫反击。粉丝还混淆时间线成：张碧晨嘴硬《年轮》是唯一原唱，汪苏泷因此收回版权，说你别唱了。 好无聊的一个事，但较真再来看看真实的情况。《年轮》是《花千骨》的电视剧OST，作者是汪苏泷，这首歌当年剧方是听到了张碧晨录制的版本，才决定启用，作为电视剧的ost. 图5 汪苏泷当时也录制了一个版本，塞进了《花千骨》的原声带专辑，但电视剧里，并没有启用过，纯粹就是塞进去原声带专辑的。图6 当今乐坛，创作型歌手的确比vocal歌手的话语权大，版权在汪苏泷手里，收回去无可厚非。但这么做，不太厚道吧？明明是粉丝之间的打架，这首歌对于张碧晨来说，也是歌手生涯很重要的一首歌，直接就收回去，让人观感真的不太好。 周杰伦给很多女歌手写过歌，也成为那些人歌手生涯最火的歌，没听说过把它们收回去的。林俊杰则是在很多年后，才把他给女歌手写的歌汇总到一起，推出翻唱专《她说》。 在这里不说粉丝之间的争执，比如“没有《年轮》这个作品，张碧晨红不起来”、“《年轮》是张碧晨唱红，便宜了汪苏泷”这种话。汪苏泷这个行为法律层面没有任何问题，但给人的观感的确不太好。 收起 d","521","1195","21061","","2026-05-29 16:22:24"
"5192205293585268","https://weibo.com/7874002693/PCGGdf2GU?refer_flag=1001030103_","汪苏泷收回年轮授权","2025年07月25日 08:01","BunierJovu","普通用户","#汪苏泷方决定收回年轮授权# 那这样不就只有汪苏泷可以唱年轮了吗？以后张碧晨想唱还要经过他同意？这做法有点难看吧，本来就是双原唱啊，wzxq这次太过了点 ​","51","2834","39142","汪苏泷方决定收回年轮授权","2026-05-29 16:22:24"
"5191526653367765","https://weibo.com/2099868183/PCp1De86N?refer_flag=1001030103_","旺仔小乔 年轮","2025年07月23日 11:04","LiveMusic现场","普通用户","《年轮》汪苏泷就是原唱啊……这歌就是张碧晨汪苏泷双原唱，当年这首歌拿奖是两个版本轮着拿的｜两版同期发行，甚至不存在男版第一原唱女版第一原唱那种说法 有的创作歌手给其他歌手写歌时会给出去一年或几年录音权，只保留个表演权，等几年后自己再录，但汪苏泷这属于从头到尾都在自己手上，甚至发行时间都一样，同时收录在《花千骨》原声里。（原唱只是平台标识问题，有的标有的没标） #汪苏泷方决定收回年轮授权# #张碧晨方回应年轮原唱# #张碧晨年轮原唱被取消# #旺仔小乔咬死年轮原唱是张碧晨# #汪苏泷回应年轮原唱# 收起 d","65","1628","14178","汪苏泷方决定收回年轮授权;张碧晨方回应年轮原唱;张碧晨年轮原唱被取消;旺仔小乔咬死年轮原唱是张碧晨;汪苏泷回应年轮原唱","2026-05-29 16:22:52"
"5193720854480906","https://weibo.com/7883519618/PDk6FiNGG?refer_flag=1001030103_","旺仔小乔 张碧晨","2025年07月29日 12:23","地球OL请加说明书","普通用户","6539 旺仔小乔被嘲成这样没必要吧……抖音微博一打开全部都是在喷她，，张碧晨也被嘲的受不了 至于吗……因为是女人所以可以这么被对待吗 ​","206","1066","23035","","2026-05-29 16:23:02"
"5192585713025889","https://weibo.com/6867350206/PCQzNcHaF?refer_flag=1001030103_","旺仔小乔 张碧晨","2025年07月26日 09:12","幼犬设定","普通用户","汪苏泷：饭做好咯，你盛饭吧。 张碧晨：好的。 旺仔小乔 ：饭是张碧晨做的。 汪苏泷：饭是我做的，是张碧晨盛的。没事，我们都做了饭。 张碧晨：饭是我一个人做的。 汪苏泷（掀桌）：那你别吃了。 大家觉得谁才是真正的体面人呢？ #张碧晨有三首歌都是汪苏泷作词作曲# ​","385","1809","38007","张碧晨有三首歌都是汪苏泷作词作曲","2026-05-29 16:23:02"
"5194033815095743","https://weibo.com/7647806002/PDsfrlnDp?refer_flag=1001030103_","旺仔小乔 张碧晨","2025年07月30日 09:07","后浪视频","媒体","【 #张碧晨曾称和汪苏泷关系非常好# 】近日，因旺仔小乔称《年轮》原唱不是汪苏泷引争议， @张碧晨 方称自己为唯一原唱， @汪苏泷 方收回《年轮》授权。张碧晨曾称和汪苏泷关系非常好，在演唱《年轮》前称：这首歌是关系非常好的朋友为我写的。 @后浪视频 L 后浪视频的微博视频 ​","99","1818","25413","张碧晨曾称和汪苏泷关系非常好","2026-05-29 16:23:02"
"5194233254511737","https://weibo.com/6275217849/PDxr7iVHX?refer_flag=1001030103_","旺仔小乔 原唱","2025年07月30日 22:19","君君的旅行日记","普通用户","这是现在的热搜一。 旺仔小乔原话是：我只认张碧晨是原唱，但不否定汪苏泷的创作。（还是四年前的话） 张碧晨在被收回版权、不让吃了后，第一次发声，说自己是唯一原唱。 这两人这几天一直被挂在热搜上，花式的黑话题嘲讽。也许你不喜欢她们，但这件事她俩到底做错了啥？ ​","84","1290","22196","","2026-05-29 16:23:23"
